ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1719750	0.9606	6.80e-01	0.4249031	-5.95766	0.03675535	CGB1	chorionic gonadotropin beta subunit 1
ILMN_1916324	0.9606	6.80e-01	-0.4248854	-5.95767	-0.05506487	LOC105369473	uncharacterized LOC105369473
ILMN_1743660	0.9606	6.80e-01	0.4248211	-5.9577	0.03927224		
ILMN_1740538	0.9606	6.80e-01	0.424815	-5.9577	0.03933944		
ILMN_1840286	0.9606	6.80e-01	0.4248146	-5.9577	0.03875937	LOC103352541	uncharacterized LOC103352541
ILMN_1810200	0.9606	6.80e-01	-0.424814	-5.9577	-0.03608218	ARPC2	actin related protein 2/3 complex subunit 2
ILMN_1902188	0.9606	6.80e-01	0.4247319	-5.95774	0.04671541		
ILMN_2292123	0.9606	6.80e-01	0.4247054	-5.95775	0.07744289	COL4A3BP	collagen type IV alpha 3 binding protein
ILMN_1666278	0.9606	6.80e-01	0.4246965	-5.95775	0.04010308		
ILMN_1849514	0.9606	6.80e-01	0.4246858	-5.95776	0.0399589		
ILMN_1684623	0.9606	6.80e-01	-0.424684	-5.95776	-0.03651534	ZNF197	zinc finger protein 197
ILMN_1772296	0.9606	6.80e-01	0.4246561	-5.95777	0.04515785		
ILMN_1768127	0.9606	6.80e-01	-0.4246347	-5.95778	-0.05019121	EBNA1BP2	EBNA1 binding protein 2
ILMN_1750250	0.9606	6.80e-01	0.4246192	-5.95779	0.03621283	ABCA12	ATP binding cassette subfamily A member 12
ILMN_2405667	0.9606	6.80e-01	-0.4245488	-5.95782	-0.04252481		
ILMN_1850424	0.9606	6.80e-01	0.4245149	-5.95783	0.03733865		
ILMN_2346316	0.9606	6.80e-01	-0.4244601	-5.95785	-0.03496499		
ILMN_1766723	0.9606	6.80e-01	0.4244407	-5.95786	0.03780639	ACVR1B	activin A receptor type 1B
ILMN_1734602	0.9606	6.80e-01	0.4243789	-5.95789	0.05179361	SRRM2	serine/arginine repetitive matrix 2
ILMN_2224918	0.9606	6.80e-01	-0.4243684	-5.95789	-0.03647246	CCDC129	coiled-coil domain containing 129
ILMN_1857775	0.9606	6.80e-01	-0.4243529	-5.9579	-0.04512659		
ILMN_1743911	0.9606	6.80e-01	-0.4243389	-5.95791	-0.04737719	SLC25A39	solute carrier family 25 member 39
ILMN_1700889	0.9606	6.80e-01	0.424324	-5.95791	0.05228588	PRR25	proline rich 25
ILMN_1756615	0.9606	6.80e-01	-0.4242755	-5.95793	-0.03886594	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
ILMN_1914017	0.9606	6.80e-01	-0.4242532	-5.95794	-0.04316079		
ILMN_2323007	0.9606	6.80e-01	0.4242035	-5.95797	0.0456093	CDH26	cadherin 26
ILMN_1753251	0.9606	6.80e-01	-0.4242012	-5.95797	-0.04513571	SEMA6D	semaphorin 6D
ILMN_1762769	0.9606	6.80e-01	0.4241908	-5.95797	0.06817828	POLR2J4	RNA polymerase II subunit J4, pseudogene
ILMN_2088565	0.9606	6.80e-01	0.4241685	-5.95798	0.0370409	CT45A1	cancer/testis antigen family 45, member A1
ILMN_2327974	0.9606	6.80e-01	0.4241612	-5.95798	0.05208036	CORO2A	coronin 2A
ILMN_1679901	0.9606	6.80e-01	0.424159	-5.95798	0.03968469	PPARG	peroxisome proliferator activated receptor gamma
ILMN_1765578	0.9606	6.80e-01	0.4241391	-5.95799	0.04328653	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
ILMN_1822171	0.9606	6.80e-01	0.4241369	-5.95799	0.03617737		
ILMN_1753286	0.9606	6.80e-01	-0.4241341	-5.958	-0.04581226	MYO19	myosin XIX
ILMN_1825251	0.9606	6.80e-01	-0.4241015	-5.95801	-0.03384355		
ILMN_1910750	0.9606	6.80e-01	-0.4240859	-5.95802	-0.03628711		
ILMN_1688090	0.9606	6.80e-01	0.4240424	-5.95803	0.04319193	PTER	phosphotriesterase related
ILMN_1772557	0.9606	6.80e-01	-0.4240339	-5.95804	-0.03916555	SLC22A10	solute carrier family 22 member 10
ILMN_1867563	0.9606	6.80e-01	0.4240334	-5.95804	0.03289018		
ILMN_1799097	0.9606	6.80e-01	0.4240249	-5.95804	0.03306463	XKR5	XK related 5
ILMN_1802174	0.9606	6.80e-01	0.4239912	-5.95806	0.04980884	WT1	Wilms tumor 1
ILMN_1703667	0.9606	6.80e-01	0.4239744	-5.95806	0.04052975	KCNJ4	potassium voltage-gated channel subfamily J member 4
ILMN_2099256	0.9606	6.80e-01	-0.4239168	-5.95809	-0.05421666	MTERF1	mitochondrial transcription termination factor 1
ILMN_1658928	0.9606	6.80e-01	0.4239083	-5.95809	0.05564186	GNB2	G protein subunit beta 2
ILMN_1731268	0.9606	6.80e-01	0.4238639	-5.95811	0.06108482	GAK	cyclin G associated kinase
ILMN_1814077	0.9606	6.80e-01	0.4238205	-5.95813	0.03465798	ZFPM2	zinc finger protein, FOG family member 2
ILMN_1905144	0.9606	6.80e-01	0.4238006	-5.95814	0.04314791		
ILMN_1803254	0.9606	6.80e-01	0.4237408	-5.95816	0.05353074		
ILMN_1690329	0.9606	6.80e-01	-0.4237017	-5.95818	-0.04723467	FAM118B	family with sequence similarity 118 member B
ILMN_1779264	0.9606	6.80e-01	-0.4236899	-5.95819	-0.04800955	PSMG1	proteasome assembly chaperone 1
ILMN_1870363	0.9607	6.80e-01	0.4235684	-5.95824	0.04420783		
ILMN_1903537	0.9608	6.81e-01	-0.4233949	-5.95831	-0.03480362		
ILMN_1736817	0.9608	6.81e-01	0.423363	-5.95833	0.03613557		
ILMN_2072140	0.9608	6.81e-01	-0.4233605	-5.95833	-0.0456457	BTF3L4	basic transcription factor 3 like 4
ILMN_1836298	0.9608	6.81e-01	0.4233487	-5.95833	0.03961471		
ILMN_1877725	0.9608	6.81e-01	0.4233053	-5.95835	0.03979582		
ILMN_1768744	0.9608	6.81e-01	-0.4232593	-5.95837	-0.03962065		
ILMN_1855682	0.9608	6.81e-01	-0.423213	-5.95839	-0.05128808		
ILMN_2186078	0.9608	6.81e-01	-0.4232064	-5.95839	-0.04263501	SLC25A52	solute carrier family 25 member 52
ILMN_1822220	0.9608	6.81e-01	0.4231901	-5.9584	0.03734527		
ILMN_1835877	0.9608	6.81e-01	0.4231427	-5.95842	0.04399396		
ILMN_1909276	0.9608	6.81e-01	0.4231318	-5.95843	0.04515358		
ILMN_1794989	0.9608	6.81e-01	-0.4231152	-5.95843	-0.04204265	TMEM191B	transmembrane protein 191B
ILMN_1723735	0.9608	6.81e-01	0.4230648	-5.95846	0.03405095		
ILMN_1720557	0.9608	6.81e-01	-0.4229929	-5.95849	-0.03665377		
ILMN_1653332	0.9608	6.81e-01	-0.4229914	-5.95849	-0.03449823	HAUS6	HAUS augmin like complex subunit 6
ILMN_1872621	0.9608	6.81e-01	0.4229425	-5.95851	0.04088636		
ILMN_1785180	0.9608	6.81e-01	0.4229397	-5.95851	0.03671173		
ILMN_1761722	0.9608	6.81e-01	0.4229208	-5.95852	0.04949734	ZNF579	zinc finger protein 579
ILMN_1700182	0.9608	6.81e-01	0.4229101	-5.95852	0.05957937		
ILMN_1749054	0.9608	6.81e-01	0.4228778	-5.95854	0.03884769	CT62	cancer/testis antigen 62
ILMN_1795243	0.9608	6.81e-01	0.422812	-5.95856	0.0470397		
ILMN_1701127	0.9608	6.81e-01	0.4227765	-5.95858	0.04650736	CC2D1A	coiled-coil and C2 domain containing 1A
ILMN_1880113	0.9608	6.81e-01	-0.4227615	-5.95859	-0.03419656	ID2-AS1	ID2 antisense RNA 1 (head to head)
ILMN_1666523	0.9608	6.81e-01	-0.4227493	-5.95859	-0.0363041	COL25A1	collagen type XXV alpha 1 chain
ILMN_1660063	0.9608	6.81e-01	0.4226923	-5.95862	0.05376409	POLE4	DNA polymerase epsilon 4, accessory subunit
ILMN_1853738	0.9608	6.81e-01	-0.4226732	-5.95862	-0.03807968	SYCE2	synaptonemal complex central element protein 2
ILMN_1823965	0.9608	6.81e-01	0.4226578	-5.95863	0.04616834		
ILMN_1884442	0.9608	6.81e-01	0.4226444	-5.95864	0.03831561		
ILMN_2236655	0.9608	6.81e-01	0.4226391	-5.95864	0.07463438	HM13	histocompatibility minor 13
ILMN_1728091	0.9609	6.81e-01	-0.4225335	-5.95868	-0.05793968		
ILMN_1860070	0.9609	6.81e-01	-0.4225333	-5.95868	-0.04181952		
ILMN_1891851	0.9609	6.81e-01	-0.4224674	-5.95871	-0.04142893		
ILMN_1873270	0.9609	6.81e-01	0.4224191	-5.95873	0.04892		
ILMN_1784316	0.9609	6.81e-01	0.4224091	-5.95874	0.03656973	PCDHA9	protocadherin alpha 9
ILMN_1745041	0.9609	6.81e-01	-0.4224018	-5.95874	-0.04766703	TCF15	transcription factor 15 (basic helix-loop-helix)
ILMN_2178116	0.9609	6.81e-01	0.4223978	-5.95874	0.04469644	MMP20	matrix metallopeptidase 20
ILMN_2336094	0.9609	6.81e-01	0.4223817	-5.95875	0.10845107	TENM3	teneurin transmembrane protein 3
ILMN_1824515	0.9609	6.81e-01	-0.4223099	-5.95878	-0.0363804		
ILMN_1849698	0.9609	6.81e-01	0.4223083	-5.95878	0.04007654		
ILMN_1723678	0.9609	6.81e-01	0.4222633	-5.9588	0.04423054	PRPH	peripherin
ILMN_2366967	0.9609	6.81e-01	-0.4222122	-5.95882	-0.03704799	WT1	Wilms tumor 1
ILMN_1761968	0.9609	6.81e-01	0.4221718	-5.95884	0.03914949	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
ILMN_2157932	0.9609	6.81e-01	-0.4221479	-5.95885	-0.03493776	FRMD8	FERM domain containing 8
ILMN_1828367	0.9609	6.81e-01	-0.4221349	-5.95886	-0.04948902		
ILMN_1822971	0.9609	6.81e-01	0.4220833	-5.95888	0.03628015		
ILMN_1913831	0.9609	6.82e-01	0.4220744	-5.95888	0.03702958		
ILMN_1666853	0.9609	6.82e-01	-0.4220366	-5.9589	-0.0682574		
ILMN_1675135	0.9609	6.82e-01	-0.4220251	-5.9589	-0.05268951		
ILMN_1815054	0.9609	6.82e-01	-0.4219402	-5.95894	-0.03734918	ADGRG3	adhesion G protein-coupled receptor G3
ILMN_1807201	0.9609	6.82e-01	0.4219086	-5.95895	0.03450083	FAM104A	family with sequence similarity 104 member A
ILMN_1750203	0.9609	6.82e-01	0.4219079	-5.95895	0.03404538		
ILMN_1692026	0.961	6.82e-01	-0.4217924	-5.959	-0.06321975	KMT5B	lysine methyltransferase 5B
ILMN_1835610	0.961	6.82e-01	0.4217011	-5.95904	0.04815394		
ILMN_1874602	0.961	6.82e-01	-0.4216291	-5.95907	-0.03455392		
ILMN_1872472	0.961	6.82e-01	0.4216271	-5.95907	0.04098036		
ILMN_1846634	0.961	6.82e-01	0.4216032	-5.95908	0.03946871		
ILMN_1795662	0.961	6.82e-01	-0.4215645	-5.9591	-0.0347356		
ILMN_1767256	0.961	6.82e-01	-0.4215335	-5.95911	-0.06378404	MBTPS1	membrane bound transcription factor peptidase, site 1
ILMN_1813530	0.961	6.82e-01	0.4214555	-5.95915	0.04193724	AGT	angiotensinogen
ILMN_1906020	0.961	6.82e-01	-0.4214508	-5.95915	-0.04323116		
ILMN_2055396	0.961	6.82e-01	-0.4214293	-5.95916	-0.0364983	TTTY17A	testis-specific transcript, Y-linked 17A (non-protein coding)
ILMN_1896244	0.961	6.82e-01	0.4213882	-5.95918	0.03372163		
ILMN_1669609	0.961	6.82e-01	-0.4213788	-5.95918	-0.03574308		
ILMN_1779070	0.961	6.82e-01	0.421369	-5.95918	0.05107299	APOL4	apolipoprotein L4
ILMN_1907598	0.961	6.82e-01	-0.4213608	-5.95919	-0.03705431		
ILMN_1789638	0.961	6.82e-01	0.4213386	-5.9592	0.03857842	MFSD2A	major facilitator superfamily domain containing 2A
ILMN_1821887	0.961	6.82e-01	-0.4213356	-5.9592	-0.06201145		
ILMN_1797796	0.961	6.82e-01	-0.4213337	-5.9592	-0.03332875	AMY1A	amylase, alpha 1A (salivary)
ILMN_1745668	0.961	6.82e-01	-0.4212852	-5.95922	-0.05506807	SYNE2	spectrin repeat containing nuclear envelope protein 2
ILMN_1777660	0.961	6.82e-01	-0.4212645	-5.95923	-0.03960634	RNF144A	ring finger protein 144A
ILMN_1660810	0.961	6.82e-01	0.4212454	-5.95924	0.05042165	TTC17	tetratricopeptide repeat domain 17
ILMN_1665920	0.961	6.82e-01	-0.4212139	-5.95925	-0.03728825		
ILMN_1863484	0.961	6.82e-01	0.4211585	-5.95927	0.03794479		
ILMN_1701515	0.961	6.82e-01	-0.4211124	-5.95929	-0.03665491		
ILMN_1810531	0.961	6.82e-01	0.4211068	-5.9593	0.04381299	DRG2	developmentally regulated GTP binding protein 2
ILMN_1669486	0.961	6.82e-01	-0.4210806	-5.95931	-0.04413912	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)
ILMN_1652991	0.961	6.82e-01	-0.4210586	-5.95932	-0.0354532	NBPF10	neuroblastoma breakpoint family member 10
ILMN_1731720	0.961	6.82e-01	-0.4210496	-5.95932	-0.04440635	PDRG1	p53 and DNA damage regulated 1
ILMN_1790984	0.961	6.82e-01	-0.4209985	-5.95934	-0.04237433		
ILMN_1871020	0.961	6.82e-01	0.4209359	-5.95937	0.04282939		
ILMN_1705141	0.961	6.82e-01	0.4209144	-5.95938	0.03700339	CACYBP	calcyclin binding protein
ILMN_1862521	0.961	6.82e-01	-0.4208831	-5.95939	-0.05236848	DENND1B	DENN domain containing 1B
ILMN_1732071	0.961	6.82e-01	0.420866	-5.9594	0.03699403	HIST2H2BE	histone cluster 2, H2be
ILMN_1833062	0.961	6.82e-01	0.42086	-5.9594	0.04545931		
ILMN_1761990	0.961	6.82e-01	-0.4208344	-5.95941	-0.04911262	RASGEF1A	RasGEF domain family member 1A
ILMN_1741604	0.961	6.82e-01	0.4208324	-5.95941	0.03385004		
ILMN_1711027	0.9611	6.82e-01	0.4207595	-5.95945	0.03793294	NRAP	nebulin related anchoring protein
ILMN_1697166	0.9611	6.82e-01	0.4207476	-5.95945	0.03604164	C9orf78	chromosome 9 open reading frame 78
ILMN_1664492	0.9611	6.83e-01	0.420638	-5.9595	0.03365188	CES1	carboxylesterase 1
ILMN_1802631	0.9611	6.83e-01	-0.4206144	-5.95951	-0.0353665	AGA	aspartylglucosaminidase
ILMN_1670769	0.9611	6.83e-01	0.4205885	-5.95952	0.04731249	CENPQ	centromere protein Q
ILMN_1773958	0.9611	6.83e-01	-0.4205531	-5.95953	-0.04002437		
ILMN_1886846	0.9611	6.83e-01	0.4205427	-5.95954	0.04873178		
ILMN_2151277	0.9611	6.83e-01	-0.4205252	-5.95955	-0.04805177	LPGAT1	lysophosphatidylglycerol acyltransferase 1
ILMN_1824322	0.9611	6.83e-01	-0.4204937	-5.95956	-0.03843176		
ILMN_1677968	0.9611	6.83e-01	0.4204807	-5.95956	0.04483263	PPP1R26	protein phosphatase 1 regulatory subunit 26
ILMN_1800843	0.9611	6.83e-01	0.420472	-5.95957	0.04572747	SCAMP4	secretory carrier membrane protein 4
ILMN_1895223	0.9611	6.83e-01	-0.4204413	-5.95958	-0.03306959		
ILMN_2041236	0.9611	6.83e-01	0.4204171	-5.95959	0.04772473	RAP1GAP2	RAP1 GTPase activating protein 2
ILMN_1777437	0.9611	6.83e-01	0.4203167	-5.95964	0.03983034	LEXM	lymphocyte expansion molecule
ILMN_1768925	0.9611	6.83e-01	-0.4203141	-5.95964	-0.05424474	C1QTNF3	C1q and tumor necrosis factor related protein 3
ILMN_1880727	0.9611	6.83e-01	0.4202872	-5.95965	0.03739512		
ILMN_1784817	0.9611	6.83e-01	0.4202257	-5.95967	0.03604695	TENM1	teneurin transmembrane protein 1
ILMN_1688445	0.9611	6.83e-01	-0.4202214	-5.95968	-0.03330928	SMIM23	small integral membrane protein 23
ILMN_1838357	0.9611	6.83e-01	-0.4202123	-5.95968	-0.0334907		
ILMN_1911481	0.9611	6.83e-01	0.4202016	-5.95968	0.03373606		
ILMN_1685056	0.9611	6.83e-01	-0.4201699	-5.9597	-0.05069845	FLRT1	fibronectin leucine rich transmembrane protein 1
ILMN_1818180	0.9611	6.83e-01	0.4201526	-5.95971	0.03882929		
ILMN_1788968	0.9611	6.83e-01	0.4201399	-5.95971	0.03486028	C11orf65	chromosome 11 open reading frame 65
ILMN_1802628	0.9611	6.83e-01	0.4200991	-5.95973	0.03874056	PLPP6	phospholipid phosphatase 6
ILMN_1745395	0.9611	6.83e-01	-0.420075	-5.95974	-0.03896258	CTCFL	CCCTC-binding factor like
ILMN_1858631	0.9611	6.83e-01	-0.4200683	-5.95974	-0.03747755		
ILMN_1779032	0.9611	6.83e-01	0.4200442	-5.95975	0.06029226		
ILMN_1714884	0.9611	6.83e-01	-0.4199988	-5.95977	-0.03554375		
ILMN_1847382	0.9611	6.83e-01	0.4199505	-5.95979	0.05363254		
ILMN_1891520	0.9611	6.83e-01	-0.4199383	-5.9598	-0.03411619		
ILMN_1767015	0.9611	6.83e-01	0.4198829	-5.95982	0.03777533	BCORL1	BCL6 corepressor-like 1
ILMN_1912806	0.9611	6.83e-01	0.4198606	-5.95983	0.04712084		
ILMN_1841234	0.9613	6.83e-01	0.4197045	-5.9599	0.03850508		
ILMN_1815987	0.9613	6.83e-01	-0.4196487	-5.95992	-0.04072332		
ILMN_1856031	0.9613	6.83e-01	-0.419618	-5.95993	-0.04367547	LINC01243	long intergenic non-protein coding RNA 1243
ILMN_1772399	0.9613	6.83e-01	-0.4195556	-5.95996	-0.04519025		
ILMN_1755536	0.9614	6.83e-01	-0.4194718	-5.96	-0.03756278	PFDN5	prefoldin subunit 5
ILMN_1654187	0.9614	6.83e-01	-0.419471	-5.96	-0.04306317		
ILMN_1739236	0.9614	6.83e-01	0.4194049	-5.96002	0.05534395	ZNF668	zinc finger protein 668
ILMN_1667388	0.9614	6.83e-01	0.4193662	-5.96004	0.03735251	OR13C8	olfactory receptor family 13 subfamily C member 8
ILMN_1832746	0.9614	6.83e-01	0.4193369	-5.96005	0.03497769		
ILMN_1865439	0.9614	6.83e-01	-0.4193261	-5.96006	-0.03517995		
ILMN_1859147	0.9614	6.83e-01	0.4192771	-5.96008	0.03677518		
ILMN_1712998	0.9614	6.84e-01	-0.4192473	-5.96009	-0.0341175	CORIN	corin, serine peptidase
ILMN_1732039	0.9614	6.84e-01	0.4192377	-5.9601	0.04015607	DDX3Y	DEAD-box helicase 3, Y-linked
ILMN_1860093	0.9614	6.84e-01	-0.4192122	-5.96011	-0.03770296		
ILMN_1684106	0.9614	6.84e-01	0.4191923	-5.96012	0.03609032	NR1I3	nuclear receptor subfamily 1 group I member 3
ILMN_2047618	0.9614	6.84e-01	-0.4191094	-5.96015	-0.03358084	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1
ILMN_1854251	0.9614	6.84e-01	0.4189791	-5.96021	0.03562786		
ILMN_1860004	0.9614	6.84e-01	-0.4189286	-5.96023	-0.04265655		
ILMN_1702609	0.9614	6.84e-01	0.4189114	-5.96024	0.04174275	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ILMN_1763828	0.9614	6.84e-01	0.4189064	-5.96024	0.03655188	MTF1	metal regulatory transcription factor 1
ILMN_1862939	0.9614	6.84e-01	-0.4188581	-5.96026	-0.03904221		
ILMN_1668366	0.9614	6.84e-01	-0.4188336	-5.96027	-0.04945199		
ILMN_1805526	0.9614	6.84e-01	-0.4188126	-5.96028	-0.40840964	MYL1	myosin light chain 1
ILMN_1723477	0.9614	6.84e-01	-0.4187616	-5.9603	-0.03861056	RUNX1T1	RUNX1 translocation partner 1
ILMN_1719905	0.9614	6.84e-01	0.4187476	-5.96031	0.04118035	TLR10	toll like receptor 10
ILMN_1911415	0.9614	6.84e-01	0.4187167	-5.96032	0.0445202		
ILMN_2374159	0.9614	6.84e-01	0.4186959	-5.96033	0.06421492		
ILMN_1881042	0.9614	6.84e-01	-0.4186718	-5.96034	-0.03499741		
ILMN_1880788	0.9614	6.84e-01	0.4186698	-5.96034	0.04462524		
ILMN_2246548	0.9614	6.84e-01	0.4186576	-5.96034	0.0822215	GSTTP2	glutathione S-transferase theta pseudogene 2
ILMN_1835867	0.9614	6.84e-01	-0.4186442	-5.96035	-0.03581766		
ILMN_1897577	0.9614	6.84e-01	0.4186055	-5.96037	0.03583532		
ILMN_1793508	0.9614	6.84e-01	-0.4185759	-5.96038	-0.05155948	YAE1D1	Yae1 domain containing 1
ILMN_1804668	0.9614	6.84e-01	0.4185757	-5.96038	0.03441756	RBMXL2	RNA binding motif protein, X-linked like 2
ILMN_1675186	0.9614	6.84e-01	-0.4185732	-5.96038	-0.04850595	ME2	malic enzyme 2
ILMN_1767932	0.9614	6.84e-01	-0.4185332	-5.9604	-0.04953255		
ILMN_1911719	0.9614	6.84e-01	0.4185283	-5.9604	0.03542311		
ILMN_1813694	0.9614	6.84e-01	0.4184996	-5.96041	0.06807621		
ILMN_1711254	0.9614	6.84e-01	0.4184421	-5.96044	0.04684768	WDR3	WD repeat domain 3
ILMN_1740505	0.9614	6.84e-01	0.4184417	-5.96044	0.0577819	SGMS1	sphingomyelin synthase 1
ILMN_1745330	0.9614	6.84e-01	-0.4184333	-5.96044	-0.03311472	RNF151	ring finger protein 151
ILMN_1912160	0.9614	6.84e-01	0.4183933	-5.96046	0.03791957		
ILMN_2105438	0.9614	6.84e-01	-0.4183444	-5.96048	-0.03347416	ZNF517	zinc finger protein 517
ILMN_1847051	0.9614	6.84e-01	0.4182878	-5.9605	0.0421998	GACAT3	gastric cancer associated transcript 3 (non-protein coding)
ILMN_1673296	0.9614	6.84e-01	-0.4181954	-5.96054	-0.04013864		
ILMN_1674334	0.9614	6.84e-01	-0.4181836	-5.96055	-0.03541583		
ILMN_1910660	0.9614	6.84e-01	-0.418183	-5.96055	-0.03285504		
ILMN_1677137	0.9614	6.84e-01	0.4181474	-5.96056	0.03305663	ARHGAP40	Rho GTPase activating protein 40
ILMN_2148847	0.9614	6.84e-01	-0.418108	-5.96058	-0.06217959	AKIRIN2	akirin 2
ILMN_1751375	0.9614	6.84e-01	-0.4180862	-5.96059	-0.03886872	ENAM	enamelin
ILMN_1712513	0.9614	6.84e-01	-0.4180723	-5.96059	-0.03834034	DDX11	DEAD/H-box helicase 11
ILMN_1805251	0.9614	6.84e-01	-0.4180171	-5.96062	-0.04700379		
ILMN_2331922	0.9614	6.84e-01	-0.4179904	-5.96063	-0.03265916	ACKR4	atypical chemokine receptor 4
ILMN_1768217	0.9614	6.84e-01	-0.4179608	-5.96064	-0.04410932		
ILMN_1654571	0.9614	6.84e-01	0.417945	-5.96065	0.04513597	FCHO1	FCH domain only 1
ILMN_1876433	0.9614	6.84e-01	0.4178488	-5.96069	0.03583156		
ILMN_1788528	0.9614	6.84e-01	0.4178474	-5.96069	0.04734399	MED18	mediator complex subunit 18
ILMN_1697115	0.9614	6.84e-01	0.417847	-5.96069	0.0399844		
ILMN_1704369	0.9614	6.84e-01	0.4178444	-5.96069	0.0508516	LIMA1	LIM domain and actin binding 1
ILMN_1902128	0.9614	6.85e-01	0.4178323	-5.96069	0.0376728		
ILMN_1867947	0.9614	6.85e-01	-0.4178107	-5.9607	-0.03625685		
ILMN_1767182	0.9614	6.85e-01	0.4177729	-5.96072	0.0544012	CMIP	c-Maf inducing protein
ILMN_1805300	0.9614	6.85e-01	0.4177053	-5.96075	0.05476844		
ILMN_1682896	0.9614	6.85e-01	0.4176919	-5.96075	0.06856592		
ILMN_1837929	0.9614	6.85e-01	0.4176475	-5.96077	0.04835724		
ILMN_1732475	0.9614	6.85e-01	-0.4176295	-5.96078	-0.03556248	STYX	serine/threonine/tyrosine interacting protein
ILMN_1790149	0.9614	6.85e-01	-0.4175822	-5.9608	-0.05232343	HGF	hepatocyte growth factor
ILMN_1912438	0.9614	6.85e-01	-0.4175115	-5.96083	-0.03657283		
ILMN_1821350	0.9614	6.85e-01	-0.4174812	-5.96084	-0.05732127	LINC00309	long intergenic non-protein coding RNA 309
ILMN_1699634	0.9614	6.85e-01	0.4174629	-5.96085	0.03370748	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
ILMN_1766658	0.9614	6.85e-01	0.4174508	-5.96086	0.06842934	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
ILMN_1665148	0.9614	6.85e-01	0.4174118	-5.96087	0.04513877		
ILMN_1691480	0.9614	6.85e-01	0.417406	-5.96088	0.03623358	LONP2	lon peptidase 2, peroxisomal
ILMN_1710602	0.9614	6.85e-01	-0.4173646	-5.96089	-0.04066501		
ILMN_1863097	0.9614	6.85e-01	0.4173518	-5.9609	0.03845125		
ILMN_1708242	0.9614	6.85e-01	0.4173388	-5.9609	0.03847449		
ILMN_1652436	0.9614	6.85e-01	-0.4173014	-5.96092	-0.03520539		
ILMN_1889741	0.9614	6.85e-01	0.417209	-5.96096	0.0352883		
ILMN_1876569	0.9614	6.85e-01	0.4171436	-5.96099	0.03888822		
ILMN_2271584	0.9614	6.85e-01	-0.4171316	-5.96099	-0.04974766	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
ILMN_1783120	0.9614	6.85e-01	0.4171115	-5.961	0.04218551	SLMAP	sarcolemma associated protein
ILMN_2296290	0.9614	6.85e-01	0.417034	-5.96103	0.06029433	ATG9A	autophagy related 9A
ILMN_1714424	0.9614	6.85e-01	0.416984	-5.96106	0.03517559	PTCD3	pentatricopeptide repeat domain 3
ILMN_1873330	0.9614	6.85e-01	-0.4169601	-5.96107	-0.0427534		
ILMN_2110271	0.9614	6.85e-01	-0.4169553	-5.96107	-0.04360751	OLFM2	olfactomedin 2
ILMN_1795021	0.9614	6.85e-01	0.4169422	-5.96107	0.04584818	CNTNAP4	contactin associated protein like 4
ILMN_2323048	0.9614	6.85e-01	-0.4169032	-5.96109	-0.03556841	ERP29	endoplasmic reticulum protein 29
ILMN_1899940	0.9614	6.85e-01	0.4168941	-5.96109	0.04396489	AZIN1-AS1	AZIN1 antisense RNA 1
ILMN_2190541	0.9614	6.85e-01	0.4168847	-5.9611	0.03726643	XAGE2	X antigen family member 2
ILMN_1663944	0.9614	6.85e-01	-0.4168743	-5.9611	-0.04770583	KNDC1	kinase non-catalytic C-lobe domain containing 1
ILMN_1773333	0.9614	6.85e-01	-0.4168485	-5.96111	-0.03726774	TMCO2	transmembrane and coiled-coil domains 2
ILMN_1860559	0.9614	6.85e-01	-0.4168461	-5.96111	-0.03460685	LINC01043	long intergenic non-protein coding RNA 1043
ILMN_1789349	0.9614	6.85e-01	-0.4168316	-5.96112	-0.04700826	UBQLN4	ubiquilin 4
ILMN_2073010	0.9614	6.85e-01	0.4168058	-5.96113	0.04526315	TMEM203	transmembrane protein 203
ILMN_1862853	0.9614	6.85e-01	-0.4167947	-5.96114	-0.03438821		
ILMN_1692983	0.9614	6.85e-01	0.4167665	-5.96115	0.03697465	SULT2A1	sulfotransferase family 2A member 1
ILMN_1906350	0.9614	6.85e-01	0.41676	-5.96115	0.04799696		
ILMN_1843974	0.9614	6.85e-01	-0.4167562	-5.96115	-0.04154843		
ILMN_1767178	0.9614	6.85e-01	-0.4167348	-5.96116	-0.04011095		
ILMN_1737498	0.9614	6.85e-01	-0.4166023	-5.96122	-0.04140675		
ILMN_1840325	0.9614	6.85e-01	0.4165921	-5.96122	0.05340981	LINC01028	long intergenic non-protein coding RNA 1028
ILMN_2290998	0.9614	6.85e-01	0.416533	-5.96125	0.04472222	CCS	copper chaperone for superoxide dismutase
ILMN_1663118	0.9614	6.85e-01	-0.4165121	-5.96126	-0.03776775	RASGEF1C	RasGEF domain family member 1C
